Year,Observation status,Unit multiplier,Nature of data points,Frequency of observation,Reporting type,SERIES,Reference area,Sex,Age,Degree of urbanisation,UNIT_MEASURE,Value
2018,Normal value,Units,Not Available,Annual,National,Proportion of children moderately or severely wasted [2.2.2],Viet Nam,Male,under 5 years old,,Percent,6.5
2019,Normal value,Units,Not Available,Annual,National,Proportion of children moderately or severely wasted [2.2.2],Viet Nam,Male,under 5 years old,,Percent,5.6
2010,Normal value,Units,Not Available,Annual,National,Proportion of children moderately or severely wasted [2.2.2],Viet Nam,Female,under 5 years old,,Percent,6.2
2013,Normal value,Units,Not Available,Annual,National,Proportion of children moderately or severely wasted [2.2.2],Viet Nam,Female,under 5 years old,,Percent,..
2014,Normal value,Units,Not Available,Annual,National,Proportion of children moderately or severely wasted [2.2.2],Viet Nam,Female,under 5 years old,,Percent,6.2
2015,Normal value,Units,Not Available,Annual,National,Proportion of children moderately or severely wasted [2.2.2],Viet Nam,Female,under 5 years old,,Percent,5.8
2016,Normal value,Units,Not Available,Annual,National,Proportion of children moderately or severely wasted [2.2.2],Viet Nam,Female,under 5 years old,,Percent,5.7
2017,Normal value,Units,Not Available,Annual,National,Proportion of children moderately or severely wasted [2.2.2],Viet Nam,Female,under 5 years old,,Percent,5.8
2018,Normal value,Units,Not Available,Annual,National,Proportion of children moderately or severely wasted [2.2.2],Viet Nam,Female,under 5 years old,,Percent,5.7
2019,Normal value,Units,Not Available,Annual,National,Proportion of children moderately or severely wasted [2.2.2],Viet Nam,Female,under 5 years old,,Percent,4.6
2010,Normal value,Units,Not Available,Annual,National,Proportion of children moderately or severely wasted [2.2.2],Viet Nam,,under 5 years old,Urban,Percent,5.7
2013,Normal value,Units,Not Available,Annual,National,Proportion of children moderately or severely wasted [2.2.2],Viet Nam,,under 5 years old,Urban,Percent,..
2014,Normal value,Units,Not Available,Annual,National,Proportion of children moderately or severely wasted [2.2.2],Viet Nam,,under 5 years old,Urban,Percent,5.7
2015,Normal value,Units,Not Available,Annual,National,Proportion of children moderately or severely wasted [2.2.2],Viet Nam,,under 5 years old,Urban,Percent,5.2
2016,Normal value,Units,Not Available,Annual,National,Proportion of children moderately or severely wasted [2.2.2],Viet Nam,,under 5 years old,Urban,Percent,5.1
2017,Normal value,Units,Not Available,Annual,National,Proportion of children moderately or severely wasted [2.2.2],Viet Nam,,under 5 years old,Urban,Percent,5.1
2018,Normal value,Units,Not Available,Annual,National,Proportion of children moderately or severely wasted [2.2.2],Viet Nam,,under 5 years old,Urban,Percent,4.8
2019,Normal value,Units,Not Available,Annual,National,Proportion of children moderately or severely wasted [2.2.2],Viet Nam,,under 5 years old,Urban,Percent,4.5
2010,Normal value,Units,Not Available,Annual,National,Proportion of children moderately or severely wasted [2.2.2],Viet Nam,,under 5 years old,Rural,Percent,8.5
2013,Normal value,Units,Not Available,Annual,National,Proportion of children moderately or severely wasted [2.2.2],Viet Nam,,under 5 years old,Rural,Percent,..
2014,Normal value,Units,Not Available,Annual,National,Proportion of children moderately or severely wasted [2.2.2],Viet Nam,,under 5 years old,Rural,Percent,8.5
2015,Normal value,Units,Not Available,Annual,National,Proportion of children moderately or severely wasted [2.2.2],Viet Nam,,under 5 years old,Rural,Percent,8.4
2016,Normal value,Units,Not Available,Annual,National,Proportion of children moderately or severely wasted [2.2.2],Viet Nam,,under 5 years old,Rural,Percent,8.3
2017,Normal value,Units,Not Available,Annual,National,Proportion of children moderately or severely wasted [2.2.2],Viet Nam,,under 5 years old,Rural,Percent,8.3
2018,Normal value,Units,Not Available,Annual,National,Proportion of children moderately or severely wasted [2.2.2],Viet Nam,,under 5 years old,Rural,Percent,6.7
2019,Normal value,Units,Not Available,Annual,National,Proportion of children moderately or severely wasted [2.2.2],Viet Nam,,under 5 years old,Rural,Percent,7.2
2018,Normal value,Units,Not Available,Annual,National,Proportion of children moderately or severely wasted [2.2.2],Red River Delta,,under 5 years old,,Percent,5.4
2019,Normal value,Units,Not Available,Annual,National,Proportion of children moderately or severely wasted [2.2.2],Red River Delta,,under 5 years old,,Percent,4.8
2018,Normal value,Units,Not Available,Annual,National,Proportion of children moderately or severely wasted [2.2.2],Northern midlands and mountain areas,,under 5 years old,,Percent,7.8
2019,Normal value,Units,Not Available,Annual,National,Proportion of children moderately or severely wasted [2.2.2],Northern midlands and mountain areas,,under 5 years old,,Percent,6.9
2018,Normal value,Units,Not Available,Annual,National,Proportion of children moderately or severely wasted [2.2.2],Northern Central area and Central coastal area,,under 5 years old,,Percent,5.9
2019,Normal value,Units,Not Available,Annual,National,Proportion of children moderately or severely wasted [2.2.2],Northern Central area and Central coastal area,,under 5 years old,,Percent,5
2018,Normal value,Units,Not Available,Annual,National,Proportion of children moderately or severely wasted [2.2.2],Central Highlands,,under 5 years old,,Percent,6.8
2019,Normal value,Units,Not Available,Annual,National,Proportion of children moderately or severely wasted [2.2.2],Central Highlands,,under 5 years old,,Percent,6.1
2018,Normal value,Units,Not Available,Annual,National,Proportion of children moderately or severely wasted [2.2.2],South East,,under 5 years old,,Percent,4.4
2019,Normal value,Units,Not Available,Annual,National,Proportion of children moderately or severely wasted [2.2.2],South East,,under 5 years old,,Percent,3.7
2018,Normal value,Units,Not Available,Annual,National,Proportion of children moderately or severely wasted [2.2.2],Mekong River Delta,,under 5 years old,,Percent,5.3
2019,Normal value,Units,Not Available,Annual,National,Proportion of children moderately or severely wasted [2.2.2],Mekong River Delta,,under 5 years old,,Percent,5.1
2018,Normal value,Units,Not Available,Annual,National,Proportion of children moderately or severely wasted [2.2.2],Ha Noi,,under 5 years old,,Percent,3.5
2019,Normal value,Units,Not Available,Annual,National,Proportion of children moderately or severely wasted [2.2.2],Ha Noi,,under 5 years old,,Percent,3.3
2018,Normal value,Units,Not Available,Annual,National,Proportion of children moderately or severely wasted [2.2.2],Vinh Phuc,,under 5 years old,,Percent,5
2019,Normal value,Units,Not Available,Annual,National,Proportion of children moderately or severely wasted [2.2.2],Vinh Phuc,,under 5 years old,,Percent,4.9
2018,Normal value,Units,Not Available,Annual,National,Proportion of children moderately or severely wasted [2.2.2],Bac Ninh,,under 5 years old,,Percent,5.4
2019,Normal value,Units,Not Available,Annual,National,Proportion of children moderately or severely wasted [2.2.2],Bac Ninh,,under 5 years old,,Percent,5.3
2018,Normal value,Units,Not Available,Annual,National,Proportion of children moderately or severely wasted [2.2.2],Quang Ninh,,under 5 years old,,Percent,5.7
2019,Normal value,Units,Not Available,Annual,National,Proportion of children moderately or severely wasted [2.2.2],Quang Ninh,,under 5 years old,,Percent,6.2
2018,Normal value,Units,Not Available,Annual,National,Proportion of children moderately or severely wasted [2.2.2],Hai Duong,,under 5 years old,,Percent,6.6
2019,Normal value,Units,Not Available,Annual,National,Proportion of children moderately or severely wasted [2.2.2],Hai Duong,,under 5 years old,,Percent,5.9
2018,Normal value,Units,Not Available,Annual,National,Proportion of children moderately or severely wasted [2.2.2],Hai Phong,,under 5 years old,,Percent,3
2019,Normal value,Units,Not Available,Annual,National,Proportion of children moderately or severely wasted [2.2.2],Hai Phong,,under 5 years old,,Percent,2.9
2018,Normal value,Units,Not Available,Annual,National,Proportion of children moderately or severely wasted [2.2.2],Hung Yen,,under 5 years old,,Percent,5.9
2019,Normal value,Units,Not Available,Annual,National,Proportion of children moderately or severely wasted [2.2.2],Hung Yen,,under 5 years old,,Percent,5
2018,Normal value,Units,Not Available,Annual,National,Proportion of children moderately or severely wasted [2.2.2],Thai Binh,,under 5 years old,,Percent,6.6
2019,Normal value,Units,Not Available,Annual,National,Proportion of children moderately or severely wasted [2.2.2],Thai Binh,,under 5 years old,,Percent,5.9
2018,Normal value,Units,Not Available,Annual,National,Proportion of children moderately or severely wasted [2.2.2],Ha Nam,,under 5 years old,,Percent,5.6
2019,Normal value,Units,Not Available,Annual,National,Proportion of children moderately or severely wasted [2.2.2],Ha Nam,,under 5 years old,,Percent,4.4
2019,Normal value,Units,Not Available,Annual,National,Proportion of children moderately or severely wasted [2.2.2],Nam Dinh,,under 5 years old,,Percent,4.9
2018,Normal value,Units,Not Available,Annual,National,Proportion of children moderately or severely wasted [2.2.2],Ninh Binh,,under 5 years old,,Percent,4.3
2019,Normal value,Units,Not Available,Annual,National,Proportion of children moderately or severely wasted [2.2.2],Ninh Binh,,under 5 years old,,Percent,4.2
2018,Normal value,Units,Not Available,Annual,National,Proportion of children moderately or severely wasted [2.2.2],Ha Giang,,under 5 years old,,Percent,6.5
2019,Normal value,Units,Not Available,Annual,National,Proportion of children moderately or severely wasted [2.2.2],Ha Giang,,under 5 years old,,Percent,5.9
2018,Normal value,Units,Not Available,Annual,National,Proportion of children moderately or severely wasted [2.2.2],Cao Bang,,under 5 years old,,Percent,8.2
2019,Normal value,Units,Not Available,Annual,National,Proportion of children moderately or severely wasted [2.2.2],Cao Bang,,under 5 years old,,Percent,7.8
2018,Normal value,Units,Not Available,Annual,National,Proportion of children moderately or severely wasted [2.2.2],Bac Kan,,under 5 years old,,Percent,7.2
2019,Normal value,Units,Not Available,Annual,National,Proportion of children moderately or severely wasted [2.2.2],Bac Kan,,under 5 years old,,Percent,6.4
2018,Normal value,Units,Not Available,Annual,National,Proportion of children moderately or severely wasted [2.2.2],Tuyen Quang,,under 5 years old,,Percent,8.9
2019,Normal value,Units,Not Available,Annual,National,Proportion of children moderately or severely wasted [2.2.2],Tuyen Quang,,under 5 years old,,Percent,8.8
2018,Normal value,Units,Not Available,Annual,National,Proportion of children moderately or severely wasted [2.2.2],Lao Cai,,under 5 years old,,Percent,4.3
2019,Normal value,Units,Not Available,Annual,National,Proportion of children moderately or severely wasted [2.2.2],Lao Cai,,under 5 years old,,Percent,4.3
2018,Normal value,Units,Not Available,Annual,National,Proportion of children moderately or severely wasted [2.2.2],Yen Bai,,under 5 years old,,Percent,7.7
2019,Normal value,Units,Not Available,Annual,National,Proportion of children moderately or severely wasted [2.2.2],Yen Bai,,under 5 years old,,Percent,8.9
2018,Normal value,Units,Not Available,Annual,National,Proportion of children moderately or severely wasted [2.2.2],Thai  Nguyen,,under 5 years old,,Percent,6.6
2019,Normal value,Units,Not Available,Annual,National,Proportion of children moderately or severely wasted [2.2.2],Thai  Nguyen,,under 5 years old,,Percent,6.5
2018,Normal value,Units,Not Available,Annual,National,Proportion of children moderately or severely wasted [2.2.2],Lang Son,,under 5 years old,,Percent,7.3
2019,Normal value,Units,Not Available,Annual,National,Proportion of children moderately or severely wasted [2.2.2],Lang Son,,under 5 years old,,Percent,6.7
2018,Normal value,Units,Not Available,Annual,National,Proportion of children moderately or severely wasted [2.2.2],Bac Giang,,under 5 years old,,Percent,7.4
2019,Normal value,Units,Not Available,Annual,National,Proportion of children moderately or severely wasted [2.2.2],Bac Giang,,under 5 years old,,Percent,7.3
2018,Normal value,Units,Not Available,Annual,National,Proportion of children moderately or severely wasted [2.2.2],Phu Tho,,under 5 years old,,Percent,6.1
2019,Normal value,Units,Not Available,Annual,National,Proportion of children moderately or severely wasted [2.2.2],Phu Tho,,under 5 years old,,Percent,5.7
2018,Normal value,Units,Not Available,Annual,National,Proportion of children moderately or severely wasted [2.2.2],Dien Bien,,under 5 years old,,Percent,7.1
2019,Normal value,Units,Not Available,Annual,National,Proportion of children moderately or severely wasted [2.2.2],Dien Bien,,under 5 years old,,Percent,6.5
2018,Normal value,Units,Not Available,Annual,National,Proportion of children moderately or severely wasted [2.2.2],Lai Chau,,under 5 years old,,Percent,4.2
2019,Normal value,Units,Not Available,Annual,National,Proportion of children moderately or severely wasted [2.2.2],Lai Chau,,under 5 years old,,Percent,3.3
2018,Normal value,Units,Not Available,Annual,National,Proportion of children moderately or severely wasted [2.2.2],Son La,,under 5 years old,,Percent,10.1
2019,Normal value,Units,Not Available,Annual,National,Proportion of children moderately or severely wasted [2.2.2],Son La,,under 5 years old,,Percent,11.1
2018,Normal value,Units,Not Available,Annual,National,Proportion of children moderately or severely wasted [2.2.2],Hoa Binh,,under 5 years old,,Percent,8
2019,Normal value,Units,Not Available,Annual,National,Proportion of children moderately or severely wasted [2.2.2],Hoa Binh,,under 5 years old,,Percent,7.3
2018,Normal value,Units,Not Available,Annual,National,Proportion of children moderately or severely wasted [2.2.2],Thanh Hoa,,under 5 years old,,Percent,5.2
2019,Normal value,Units,Not Available,Annual,National,Proportion of children moderately or severely wasted [2.2.2],Thanh Hoa,,under 5 years old,,Percent,5.1
2018,Normal value,Units,Not Available,Annual,National,Proportion of children moderately or severely wasted [2.2.2],Nghe An,,under 5 years old,,Percent,6.9
2019,Normal value,Units,Not Available,Annual,National,Proportion of children moderately or severely wasted [2.2.2],Nghe An,,under 5 years old,,Percent,6
2018,Normal value,Units,Not Available,Annual,National,Proportion of children moderately or severely wasted [2.2.2],Ha Tinh,,under 5 years old,,Percent,6.4
2019,Normal value,Units,Not Available,Annual,National,Proportion of children moderately or severely wasted [2.2.2],Ha Tinh,,under 5 years old,,Percent,5.2
2018,Normal value,Units,Not Available,Annual,National,Proportion of children moderately or severely wasted [2.2.2],Quang Binh,,under 5 years old,,Percent,7.6
2019,Normal value,Units,Not Available,Annual,National,Proportion of children moderately or severely wasted [2.2.2],Quang Binh,,under 5 years old,,Percent,6.9
2018,Normal value,Units,Not Available,Annual,National,Proportion of children moderately or severely wasted [2.2.2],Quang Tri,,under 5 years old,,Percent,7
2019,Normal value,Units,Not Available,Annual,National,Proportion of children moderately or severely wasted [2.2.2],Quang Tri,,under 5 years old,,Percent,5.9
2018,Normal value,Units,Not Available,Annual,National,Proportion of children moderately or severely wasted [2.2.2],Thua Thien-Hue,,under 5 years old,,Percent,5
2019,Normal value,Units,Not Available,Annual,National,Proportion of children moderately or severely wasted [2.2.2],Thua Thien-Hue,,under 5 years old,,Percent,2.7
2018,Normal value,Units,Not Available,Annual,National,Proportion of children moderately or severely wasted [2.2.2],Da Nang,,under 5 years old,,Percent,5.4
2019,Normal value,Units,Not Available,Annual,National,Proportion of children moderately or severely wasted [2.2.2],Da Nang,,under 5 years old,,Percent,5.2
2018,Normal value,Units,Not Available,Annual,National,Proportion of children moderately or severely wasted [2.2.2],Quang  Nam,,under 5 years old,,Percent,6
2019,Normal value,Units,Not Available,Annual,National,Proportion of children moderately or severely wasted [2.2.2],Quang  Nam,,under 5 years old,,Percent,5.1
2018,Normal value,Units,Not Available,Annual,National,Proportion of children moderately or severely wasted [2.2.2],Quang  Ngai,,under 5 years old,,Percent,5.7
2019,Normal value,Units,Not Available,Annual,National,Proportion of children moderately or severely wasted [2.2.2],Quang  Ngai,,under 5 years old,,Percent,5.1
2018,Normal value,Units,Not Available,Annual,National,Proportion of children moderately or severely wasted [2.2.2],Binh Dinh,,under 5 years old,,Percent,4.6
2019,Normal value,Units,Not Available,Annual,National,Proportion of children moderately or severely wasted [2.2.2],Binh Dinh,,under 5 years old,,Percent,4.2
2018,Normal value,Units,Not Available,Annual,National,Proportion of children moderately or severely wasted [2.2.2],Phu Yen,,under 5 years old,,Percent,6.9
2019,Normal value,Units,Not Available,Annual,National,Proportion of children moderately or severely wasted [2.2.2],Phu Yen,,under 5 years old,,Percent,5.9
2018,Normal value,Units,Not Available,Annual,National,Proportion of children moderately or severely wasted [2.2.2],Khanh  Hoa,,under 5 years old,,Percent,6.6
2019,Normal value,Units,Not Available,Annual,National,Proportion of children moderately or severely wasted [2.2.2],Khanh  Hoa,,under 5 years old,,Percent,7.8
2018,Normal value,Units,Not Available,Annual,National,Proportion of children moderately or severely wasted [2.2.2],Ninh  Thuan,,under 5 years old,,Percent,8.2
2019,Normal value,Units,Not Available,Annual,National,Proportion of children moderately or severely wasted [2.2.2],Ninh  Thuan,,under 5 years old,,Percent,7.5
2018,Normal value,Units,Not Available,Annual,National,Proportion of children moderately or severely wasted [2.2.2],Binh Thuan,,under 5 years old,,Percent,4.8
2019,Normal value,Units,Not Available,Annual,National,Proportion of children moderately or severely wasted [2.2.2],Binh Thuan,,under 5 years old,,Percent,3.5
2018,Normal value,Units,Not Available,Annual,National,Proportion of children moderately or severely wasted [2.2.2],Kon Tum,,under 5 years old,,Percent,6.1
2019,Normal value,Units,Not Available,Annual,National,Proportion of children moderately or severely wasted [2.2.2],Kon Tum,,under 5 years old,,Percent,6.2
2018,Normal value,Units,Not Available,Annual,National,Proportion of children moderately or severely wasted [2.2.2],Gia Lai,,under 5 years old,,Percent,7.2
2019,Normal value,Units,Not Available,Annual,National,Proportion of children moderately or severely wasted [2.2.2],Gia Lai,,under 5 years old,,Percent,6.7
2018,Normal value,Units,Not Available,Annual,National,Proportion of children moderately or severely wasted [2.2.2],Dak Lak,,under 5 years old,,Percent,7.1
2019,Normal value,Units,Not Available,Annual,National,Proportion of children moderately or severely wasted [2.2.2],Dak Lak,,under 5 years old,,Percent,6.5
2018,Normal value,Units,Not Available,Annual,National,Proportion of children moderately or severely wasted [2.2.2],Dak Nong,,under 5 years old,,Percent,7
2019,Normal value,Units,Not Available,Annual,National,Proportion of children moderately or severely wasted [2.2.2],Dak Nong,,under 5 years old,,Percent,6.2
2018,Normal value,Units,Not Available,Annual,National,Proportion of children moderately or severely wasted [2.2.2],Lam Dong,,under 5 years old,,Percent,5.9
2019,Normal value,Units,Not Available,Annual,National,Proportion of children moderately or severely wasted [2.2.2],Lam Dong,,under 5 years old,,Percent,6
2018,Normal value,Units,Not Available,Annual,National,Proportion of children moderately or severely wasted [2.2.2],Binh Phuoc,,under 5 years old,,Percent,5.4
2019,Normal value,Units,Not Available,Annual,National,Proportion of children moderately or severely wasted [2.2.2],Binh Phuoc,,under 5 years old,,Percent,4.7
2018,Normal value,Units,Not Available,Annual,National,Proportion of children moderately or severely wasted [2.2.2],Tay Ninh,,under 5 years old,,Percent,3.8
2019,Normal value,Units,Not Available,Annual,National,Proportion of children moderately or severely wasted [2.2.2],Tay Ninh,,under 5 years old,,Percent,3.1
2018,Normal value,Units,Not Available,Annual,National,Proportion of children moderately or severely wasted [2.2.2],Binh  Duong,,under 5 years old,,Percent,3.5
2019,Normal value,Units,Not Available,Annual,National,Proportion of children moderately or severely wasted [2.2.2],Binh  Duong,,under 5 years old,,Percent,2
2018,Normal value,Units,Not Available,Annual,National,Proportion of children moderately or severely wasted [2.2.2],Dong Nai,,under 5 years old,,Percent,4.9
2019,Normal value,Units,Not Available,Annual,National,Proportion of children moderately or severely wasted [2.2.2],Dong Nai,,under 5 years old,,Percent,4.1
2018,Normal value,Units,Not Available,Annual,National,Proportion of children moderately or severely wasted [2.2.2],Ba Ria - Vung Tau,,under 5 years old,,Percent,4
2019,Normal value,Units,Not Available,Annual,National,Proportion of children moderately or severely wasted [2.2.2],Ba Ria - Vung Tau,,under 5 years old,,Percent,4.1
2018,Normal value,Units,Not Available,Annual,National,Proportion of children moderately or severely wasted [2.2.2],Ho Chi Minh city,,under 5 years old,,Percent,2.3
2019,Normal value,Units,Not Available,Annual,National,Proportion of children moderately or severely wasted [2.2.2],Ho Chi Minh city,,under 5 years old,,Percent,0.8
2018,Normal value,Units,Not Available,Annual,National,Proportion of children moderately or severely wasted [2.2.2],Long An,,under 5 years old,,Percent,3
2019,Normal value,Units,Not Available,Annual,National,Proportion of children moderately or severely wasted [2.2.2],Long An,,under 5 years old,,Percent,2.5
2018,Normal value,Units,Not Available,Annual,National,Proportion of children moderately or severely wasted [2.2.2],Tien Giang,,under 5 years old,,Percent,5.5
2019,Normal value,Units,Not Available,Annual,National,Proportion of children moderately or severely wasted [2.2.2],Tien Giang,,under 5 years old,,Percent,4.6
2018,Normal value,Units,Not Available,Annual,National,Proportion of children moderately or severely wasted [2.2.2],Ben Tre,,under 5 years old,,Percent,4.7
2019,Normal value,Units,Not Available,Annual,National,Proportion of children moderately or severely wasted [2.2.2],Ben Tre,,under 5 years old,,Percent,4.7
2018,Normal value,Units,Not Available,Annual,National,Proportion of children moderately or severely wasted [2.2.2],Tra Vinh,,under 5 years old,,Percent,8.1
2019,Normal value,Units,Not Available,Annual,National,Proportion of children moderately or severely wasted [2.2.2],Tra Vinh,,under 5 years old,,Percent,7.7
2018,Normal value,Units,Not Available,Annual,National,Proportion of children moderately or severely wasted [2.2.2],Vinh Long,,under 5 years old,,Percent,4.6
2019,Normal value,Units,Not Available,Annual,National,Proportion of children moderately or severely wasted [2.2.2],Vinh Long,,under 5 years old,,Percent,4
2018,Normal value,Units,Not Available,Annual,National,Proportion of children moderately or severely wasted [2.2.2],Dong Thap,,under 5 years old,,Percent,4.8
2019,Normal value,Units,Not Available,Annual,National,Proportion of children moderately or severely wasted [2.2.2],Dong Thap,,under 5 years old,,Percent,3.9
2018,Normal value,Units,Not Available,Annual,National,Proportion of children moderately or severely wasted [2.2.2],An Giang,,under 5 years old,,Percent,5.6
2019,Normal value,Units,Not Available,Annual,National,Proportion of children moderately or severely wasted [2.2.2],An Giang,,under 5 years old,,Percent,4.8
2018,Normal value,Units,Not Available,Annual,National,Proportion of children moderately or severely wasted [2.2.2],Kien  Giang,,under 5 years old,,Percent,4.2
2019,Normal value,Units,Not Available,Annual,National,Proportion of children moderately or severely wasted [2.2.2],Kien  Giang,,under 5 years old,,Percent,4.5
2018,Normal value,Units,Not Available,Annual,National,Proportion of children moderately or severely wasted [2.2.2],Can Tho,,under 5 years old,,Percent,3.2
2019,Normal value,Units,Not Available,Annual,National,Proportion of children moderately or severely wasted [2.2.2],Can Tho,,under 5 years old,,Percent,2.9
2018,Normal value,Units,Not Available,Annual,National,Proportion of children moderately or severely wasted [2.2.2],Hau Giang,,under 5 years old,,Percent,7.3
2019,Normal value,Units,Not Available,Annual,National,Proportion of children moderately or severely wasted [2.2.2],Hau Giang,,under 5 years old,,Percent,6.5
2018,Normal value,Units,Not Available,Annual,National,Proportion of children moderately or severely wasted [2.2.2],Soc Trang,,under 5 years old,,Percent,4
2019,Normal value,Units,Not Available,Annual,National,Proportion of children moderately or severely wasted [2.2.2],Soc Trang,,under 5 years old,,Percent,3.6
2018,Normal value,Units,Not Available,Annual,National,Proportion of children moderately or severely wasted [2.2.2],Bac Lieu,,under 5 years old,,Percent,6.9
2019,Normal value,Units,Not Available,Annual,National,Proportion of children moderately or severely wasted [2.2.2],Bac Lieu,,under 5 years old,,Percent,6.2
2018,Normal value,Units,Not Available,Annual,National,Proportion of children moderately or severely wasted [2.2.2],Ca Mau,,under 5 years old,,Percent,7.9
2019,Normal value,Units,Not Available,Annual,National,Proportion of children moderately or severely wasted [2.2.2],Ca Mau,,under 5 years old,,Percent,7.9
