Year,Observation status,Unit multiplier,Nature of data points,Frequency of observation,Reporting type,SERIES,Reference area,UNIT_MEASURE,Value
2012,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Ha Noi,Percent,7.1
2013,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Ha Noi,Percent,6.8
2014,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Ha Noi,Percent,6.8
2015,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Ha Noi,Percent,5.6
2016,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Ha Noi,Percent,5.6
2018,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Ha Noi,Percent,5.5
2019,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Ha Noi,Percent,5.7
2010,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Vinh Phuc,Percent,22.4
2011,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Vinh Phuc,Percent,22.1
2012,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Vinh Phuc,Percent,24.1
2013,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Vinh Phuc,Percent,25.0
2014,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Vinh Phuc,Percent,24.9
2015,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Vinh Phuc,Percent,24.1
2016,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Vinh Phuc,Percent,23.8
2018,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Vinh Phuc,Percent,24.4
2019,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Vinh Phuc,Percent,24.7
2010,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Bac Ninh,Percent,0.7
2011,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Bac Ninh,Percent,0.7
2012,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Bac Ninh,Percent,0.7
2013,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Bac Ninh,Percent,0.7
2014,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Bac Ninh,Percent,0.7
2015,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Bac Ninh,Percent,0.7
2016,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Bac Ninh,Percent,0.7
2018,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Bac Ninh,Percent,0.7
2019,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Bac Ninh,Percent,0.7
2010,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Quang Ninh,Percent,46.2
2011,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Quang Ninh,Percent,47.7
2012,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Quang Ninh,Percent,48.9
2013,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Quang Ninh,Percent,53.0
2014,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Quang Ninh,Percent,53.5
2015,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Quang Ninh,Percent,53.6
2016,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Quang Ninh,Percent,54.1
2018,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Quang Ninh,Percent,54.7
2019,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Quang Ninh,Percent,54.8
2010,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Hai Duong,Percent,6.2
2011,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Hai Duong,Percent,6.3
2012,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Hai Duong,Percent,6.3
2013,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Hai Duong,Percent,6.3
2014,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Hai Duong,Percent,6.0
2015,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Hai Duong,Percent,6.7
2016,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Hai Duong,Percent,5.2
2018,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Hai Duong,Percent,5.2
2019,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Hai Duong,Percent,5.1
2010,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Hai Phong,Percent,11.3
2011,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Hai Phong,Percent,11.3
2012,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Hai Phong,Percent,11.3
2013,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Hai Phong,Percent,11.3
2014,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Hai Phong,Percent,11.3
2015,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Hai Phong,Percent,11.3
2016,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Hai Phong,Percent,8.8
2018,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Hai Phong,Percent,8.5
2019,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Hai Phong,Percent,8.5
2010,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Thai Binh,Percent,4.8
2011,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Thai Binh,Percent,4.7
2012,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Thai Binh,Percent,3.6
2013,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Thai Binh,Percent,3.6
2014,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Thai Binh,Percent,3.8
2015,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Thai Binh,Percent,2.1
2016,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Thai Binh,Percent,2.5
2018,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Thai Binh,Percent,2.23
2019,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Thai Binh,Percent,2.4
2010,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Ha Nam,Percent,5.3
2011,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Ha Nam,Percent,5.3
2012,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Ha Nam,Percent,5.5
2013,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Ha Nam,Percent,5.5
2014,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Ha Nam,Percent,5.4
2015,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Ha Nam,Percent,6.4
2016,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Ha Nam,Percent,6.2
2018,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Ha Nam,Percent,6.3
2019,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Ha Nam,Percent,6.2
2010,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Nam Dinh,Percent,2.2
2011,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Nam Dinh,Percent,2.2
2012,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Nam Dinh,Percent,2.1
2013,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Nam Dinh,Percent,2.1
2014,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Nam Dinh,Percent,2.1
2015,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Nam Dinh,Percent,1.7
2016,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Nam Dinh,Percent,1.7
2018,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Nam Dinh,Percent,1.8
2019,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Nam Dinh,Percent,1.9
2010,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Ninh Binh,Percent,19.3
2011,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Ninh Binh,Percent,19.2
2012,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Ninh Binh,Percent,19.3
2013,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Ninh Binh,Percent,19.1
2014,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Ninh Binh,Percent,19.6
2015,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Ninh Binh,Percent,18.1
2016,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Ninh Binh,Percent,18.8
2018,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Ninh Binh,Percent,19.3
2019,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Ninh Binh,Percent,19.3
2010,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Ha Giang,Percent,53.3
2011,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Ha Giang,Percent,54.2
2012,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Ha Giang,Percent,55.2
2013,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Ha Giang,Percent,54.3
2014,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Ha Giang,Percent,54.3
2015,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Ha Giang,Percent,56.3
2016,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Ha Giang,Percent,55.1
2018,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Ha Giang,Percent,56.5
2019,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Ha Giang,Percent,58.0
2010,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Cao Bang,Percent,50.0
2011,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Cao Bang,Percent,50.4
2012,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Cao Bang,Percent,50.5
2013,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Cao Bang,Percent,50.5
2014,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Cao Bang,Percent,50.5
2015,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Cao Bang,Percent,53.5
2016,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Cao Bang,Percent,53.5
2018,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Cao Bang,Percent,54.4
2019,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Cao Bang,Percent,55.2
2010,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Bac Kan,Percent,57.5
2011,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Bac Kan,Percent,58.7
2012,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Bac Kan,Percent,70.6
2013,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Bac Kan,Percent,70.8
2014,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Bac Kan,Percent,70.8
2015,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Bac Kan,Percent,71.0
2016,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Bac Kan,Percent,71.4
2018,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Bac Kan,Percent,72.6
2019,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Bac Kan,Percent,72.9
2010,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Tuyen Quang,Percent,64.1
2011,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Tuyen Quang,Percent,64.2
2012,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Tuyen Quang,Percent,64.3
2013,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Tuyen Quang,Percent,64.5
2014,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Tuyen Quang,Percent,64.7
2015,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Tuyen Quang,Percent,64.8
2016,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Tuyen Quang,Percent,64.7
2018,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Tuyen Quang,Percent,65.0
2019,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Tuyen Quang,Percent,65.2
2010,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Lao Cai,Percent,50.1
2011,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Lao Cai,Percent,50.8
2012,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Lao Cai,Percent,51.2
2013,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Lao Cai,Percent,52.0
2014,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Lao Cai,Percent,52.8
2015,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Lao Cai,Percent,53.1
2016,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Lao Cai,Percent,53.8
2018,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Lao Cai,Percent,54.8
2019,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Lao Cai,Percent,55.6
2010,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Yen Bai,Percent,57.7
2011,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Yen Bai,Percent,58.1
2012,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Yen Bai,Percent,58.8
2013,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Yen Bai,Percent,57.5
2014,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Yen Bai,Percent,60.4
2015,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Yen Bai,Percent,62.2
2016,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Yen Bai,Percent,62.5
2018,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Yen Bai,Percent,63.0
2019,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Yen Bai,Percent,63.0
2010,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Thai  Nguyen,Percent,46.0
2011,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Thai  Nguyen,Percent,46.6
2012,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Thai  Nguyen,Percent,47.2
2013,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Thai  Nguyen,Percent,47.8
2014,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Thai  Nguyen,Percent,47.9
2015,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Thai  Nguyen,Percent,48.8
2016,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Thai  Nguyen,Percent,47.1
2018,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Thai  Nguyen,Percent,46.5
2019,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Thai  Nguyen,Percent,47.6
2010,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Lang Son,Percent,46.4
2011,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Lang Son,Percent,47.6
2012,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Lang Son,Percent,49.6
2013,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Lang Son,Percent,50.9
2014,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Lang Son,Percent,54.5
2015,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Lang Son,Percent,60.6
2016,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Lang Son,Percent,60.5
2018,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Lang Son,Percent,62.4
2019,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Lang Son,Percent,62.4
2010,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Bac Giang,Percent,29.4
2011,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Bac Giang,Percent,34.1
2012,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Bac Giang,Percent,35.5
2013,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Bac Giang,Percent,36.5
2014,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Bac Giang,Percent,37.0
2015,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Bac Giang,Percent,36.4
2016,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Bac Giang,Percent,37.2
2018,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Bac Giang,Percent,37.6
2019,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Bac Giang,Percent,37.8
2010,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Phu Tho,Percent,49.4
2011,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Phu Tho,Percent,50.0
2012,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Phu Tho,Percent,50.6
2013,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Phu Tho,Percent,50.4
2014,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Phu Tho,Percent,50.6
2015,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Phu Tho,Percent,39.3
2016,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Phu Tho,Percent,39.4
2018,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Phu Tho,Percent,39.6
2019,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Phu Tho,Percent,39.7
2010,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Dien Bien,Percent,36.2
2011,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Dien Bien,Percent,36.6
2012,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Dien Bien,Percent,40.2
2013,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Dien Bien,Percent,40.9
2014,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Dien Bien,Percent,41.3
2015,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Dien Bien,Percent,38.4
2016,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Dien Bien,Percent,38.5
2018,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Dien Bien,Percent,39.8
2019,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Dien Bien,Percent,42.2
2010,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Lai Chau,Percent,41.2
2011,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Lai Chau,Percent,41.7
2012,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Lai Chau,Percent,43.7
2013,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Lai Chau,Percent,43.8
2014,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Lai Chau,Percent,45.0
2015,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Lai Chau,Percent,45.4
2016,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Lai Chau,Percent,46.8
2018,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Lai Chau,Percent,49.3
2019,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Lai Chau,Percent,50.2
2010,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Son La,Percent,44.1
2011,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Son La,Percent,44.6
2012,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Son La,Percent,44.7
2013,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Son La,Percent,44.7
