Year,Observation status,Unit multiplier,Nature of data points,Frequency of observation,Reporting type,SERIES,Reference area,UNIT_MEASURE,Value
2016,Normal value,Units,Not Available,Annual,National,Number of deaths rate due to road traffic injuries [3.6.1],Tuyen Quang,Number,58
2017,Normal value,Units,Not Available,Annual,National,Number of deaths rate due to road traffic injuries [3.6.1],Tuyen Quang,Number,137
2018,Normal value,Units,Not Available,Annual,National,Number of deaths rate due to road traffic injuries [3.6.1],Tuyen Quang,Number,52
2019,Normal value,Units,Not Available,Annual,National,Number of deaths rate due to road traffic injuries [3.6.1],Tuyen Quang,Number,40
2010,Normal value,Units,Not Available,Annual,National,Number of deaths rate due to road traffic injuries [3.6.1],Lao Cai,Number,82
2011,Normal value,Units,Not Available,Annual,National,Number of deaths rate due to road traffic injuries [3.6.1],Lao Cai,Number,82
2012,Normal value,Units,Not Available,Annual,National,Number of deaths rate due to road traffic injuries [3.6.1],Lao Cai,Number,71
2013,Normal value,Units,Not Available,Annual,National,Number of deaths rate due to road traffic injuries [3.6.1],Lao Cai,Number,93
2014,Normal value,Units,Not Available,Annual,National,Number of deaths rate due to road traffic injuries [3.6.1],Lao Cai,Number,88
2015,Normal value,Units,Not Available,Annual,National,Number of deaths rate due to road traffic injuries [3.6.1],Lao Cai,Number,72
2016,Normal value,Units,Not Available,Annual,National,Number of deaths rate due to road traffic injuries [3.6.1],Lao Cai,Number,65
2017,Normal value,Units,Not Available,Annual,National,Number of deaths rate due to road traffic injuries [3.6.1],Lao Cai,Number,58
2018,Normal value,Units,Not Available,Annual,National,Number of deaths rate due to road traffic injuries [3.6.1],Lao Cai,Number,46
2019,Normal value,Units,Not Available,Annual,National,Number of deaths rate due to road traffic injuries [3.6.1],Lao Cai,Number,32
2010,Normal value,Units,Not Available,Annual,National,Number of deaths rate due to road traffic injuries [3.6.1],Yen Bai,Number,77
2011,Normal value,Units,Not Available,Annual,National,Number of deaths rate due to road traffic injuries [3.6.1],Yen Bai,Number,77
2012,Normal value,Units,Not Available,Annual,National,Number of deaths rate due to road traffic injuries [3.6.1],Yen Bai,Number,63
2013,Normal value,Units,Not Available,Annual,National,Number of deaths rate due to road traffic injuries [3.6.1],Yen Bai,Number,67
2014,Normal value,Units,Not Available,Annual,National,Number of deaths rate due to road traffic injuries [3.6.1],Yen Bai,Number,57
2015,Normal value,Units,Not Available,Annual,National,Number of deaths rate due to road traffic injuries [3.6.1],Yen Bai,Number,63
2016,Normal value,Units,Not Available,Annual,National,Number of deaths rate due to road traffic injuries [3.6.1],Yen Bai,Number,50
2017,Normal value,Units,Not Available,Annual,National,Number of deaths rate due to road traffic injuries [3.6.1],Yen Bai,Number,8129
2018,Normal value,Units,Not Available,Annual,National,Number of deaths rate due to road traffic injuries [3.6.1],Yen Bai,Number,47
2019,Normal value,Units,Not Available,Annual,National,Number of deaths rate due to road traffic injuries [3.6.1],Yen Bai,Number,39
2010,Normal value,Units,Not Available,Annual,National,Number of deaths rate due to road traffic injuries [3.6.1],Thai  Nguyen,Number,236
2011,Normal value,Units,Not Available,Annual,National,Number of deaths rate due to road traffic injuries [3.6.1],Thai  Nguyen,Number,184
2012,Normal value,Units,Not Available,Annual,National,Number of deaths rate due to road traffic injuries [3.6.1],Thai  Nguyen,Number,154
2013,Normal value,Units,Not Available,Annual,National,Number of deaths rate due to road traffic injuries [3.6.1],Thai  Nguyen,Number,120
2014,Normal value,Units,Not Available,Annual,National,Number of deaths rate due to road traffic injuries [3.6.1],Thai  Nguyen,Number,96
2015,Normal value,Units,Not Available,Annual,National,Number of deaths rate due to road traffic injuries [3.6.1],Thai  Nguyen,Number,108
2016,Normal value,Units,Not Available,Annual,National,Number of deaths rate due to road traffic injuries [3.6.1],Thai  Nguyen,Number,88
2017,Normal value,Units,Not Available,Annual,National,Number of deaths rate due to road traffic injuries [3.6.1],Thai  Nguyen,Number,158
2018,Normal value,Units,Not Available,Annual,National,Number of deaths rate due to road traffic injuries [3.6.1],Thai  Nguyen,Number,77
2019,Normal value,Units,Not Available,Annual,National,Number of deaths rate due to road traffic injuries [3.6.1],Thai  Nguyen,Number,66
2010,Normal value,Units,Not Available,Annual,National,Number of deaths rate due to road traffic injuries [3.6.1],Lang Son,Number,119
2011,Normal value,Units,Not Available,Annual,National,Number of deaths rate due to road traffic injuries [3.6.1],Lang Son,Number,112
2012,Normal value,Units,Not Available,Annual,National,Number of deaths rate due to road traffic injuries [3.6.1],Lang Son,Number,91
2013,Normal value,Units,Not Available,Annual,National,Number of deaths rate due to road traffic injuries [3.6.1],Lang Son,Number,95
2014,Normal value,Units,Not Available,Annual,National,Number of deaths rate due to road traffic injuries [3.6.1],Lang Son,Number,71
2015,Normal value,Units,Not Available,Annual,National,Number of deaths rate due to road traffic injuries [3.6.1],Lang Son,Number,65
2016,Normal value,Units,Not Available,Annual,National,Number of deaths rate due to road traffic injuries [3.6.1],Lang Son,Number,63
2017,Normal value,Units,Not Available,Annual,National,Number of deaths rate due to road traffic injuries [3.6.1],Lang Son,Number,40
2018,Normal value,Units,Not Available,Annual,National,Number of deaths rate due to road traffic injuries [3.6.1],Lang Son,Number,53
2019,Normal value,Units,Not Available,Annual,National,Number of deaths rate due to road traffic injuries [3.6.1],Lang Son,Number,57
2010,Normal value,Units,Not Available,Annual,National,Number of deaths rate due to road traffic injuries [3.6.1],Bac Giang,Number,194
2011,Normal value,Units,Not Available,Annual,National,Number of deaths rate due to road traffic injuries [3.6.1],Bac Giang,Number,225
2012,Normal value,Units,Not Available,Annual,National,Number of deaths rate due to road traffic injuries [3.6.1],Bac Giang,Number,166
2013,Normal value,Units,Not Available,Annual,National,Number of deaths rate due to road traffic injuries [3.6.1],Bac Giang,Number,168
2014,Normal value,Units,Not Available,Annual,National,Number of deaths rate due to road traffic injuries [3.6.1],Bac Giang,Number,117
2015,Normal value,Units,Not Available,Annual,National,Number of deaths rate due to road traffic injuries [3.6.1],Bac Giang,Number,110
2016,Normal value,Units,Not Available,Annual,National,Number of deaths rate due to road traffic injuries [3.6.1],Bac Giang,Number,89
2017,Normal value,Units,Not Available,Annual,National,Number of deaths rate due to road traffic injuries [3.6.1],Bac Giang,Number,81
2018,Normal value,Units,Not Available,Annual,National,Number of deaths rate due to road traffic injuries [3.6.1],Bac Giang,Number,250
2019,Normal value,Units,Not Available,Annual,National,Number of deaths rate due to road traffic injuries [3.6.1],Bac Giang,Number,189
2010,Normal value,Units,Not Available,Annual,National,Number of deaths rate due to road traffic injuries [3.6.1],Phu Tho,Number,98
2011,Normal value,Units,Not Available,Annual,National,Number of deaths rate due to road traffic injuries [3.6.1],Phu Tho,Number,91
2012,Normal value,Units,Not Available,Annual,National,Number of deaths rate due to road traffic injuries [3.6.1],Phu Tho,Number,69
2013,Normal value,Units,Not Available,Annual,National,Number of deaths rate due to road traffic injuries [3.6.1],Phu Tho,Number,73
2014,Normal value,Units,Not Available,Annual,National,Number of deaths rate due to road traffic injuries [3.6.1],Phu Tho,Number,68
2015,Normal value,Units,Not Available,Annual,National,Number of deaths rate due to road traffic injuries [3.6.1],Phu Tho,Number,66
2016,Normal value,Units,Not Available,Annual,National,Number of deaths rate due to road traffic injuries [3.6.1],Phu Tho,Number,65
2017,Normal value,Units,Not Available,Annual,National,Number of deaths rate due to road traffic injuries [3.6.1],Phu Tho,Number,121
2018,Normal value,Units,Not Available,Annual,National,Number of deaths rate due to road traffic injuries [3.6.1],Phu Tho,Number,62
2019,Normal value,Units,Not Available,Annual,National,Number of deaths rate due to road traffic injuries [3.6.1],Phu Tho,Number,60
2010,Normal value,Units,Not Available,Annual,National,Number of deaths rate due to road traffic injuries [3.6.1],Dien Bien,Number,20
2011,Normal value,Units,Not Available,Annual,National,Number of deaths rate due to road traffic injuries [3.6.1],Dien Bien,Number,45
2012,Normal value,Units,Not Available,Annual,National,Number of deaths rate due to road traffic injuries [3.6.1],Dien Bien,Number,34
2013,Normal value,Units,Not Available,Annual,National,Number of deaths rate due to road traffic injuries [3.6.1],Dien Bien,Number,30
2014,Normal value,Units,Not Available,Annual,National,Number of deaths rate due to road traffic injuries [3.6.1],Dien Bien,Number,31
2015,Normal value,Units,Not Available,Annual,National,Number of deaths rate due to road traffic injuries [3.6.1],Dien Bien,Number,27
2016,Normal value,Units,Not Available,Annual,National,Number of deaths rate due to road traffic injuries [3.6.1],Dien Bien,Number,35
2017,Normal value,Units,Not Available,Annual,National,Number of deaths rate due to road traffic injuries [3.6.1],Dien Bien,Number,31
2018,Normal value,Units,Not Available,Annual,National,Number of deaths rate due to road traffic injuries [3.6.1],Dien Bien,Number,26
2019,Normal value,Units,Not Available,Annual,National,Number of deaths rate due to road traffic injuries [3.6.1],Dien Bien,Number,26
2010,Normal value,Units,Not Available,Annual,National,Number of deaths rate due to road traffic injuries [3.6.1],Lai Chau,Number,51
2011,Normal value,Units,Not Available,Annual,National,Number of deaths rate due to road traffic injuries [3.6.1],Lai Chau,Number,39
2012,Normal value,Units,Not Available,Annual,National,Number of deaths rate due to road traffic injuries [3.6.1],Lai Chau,Number,32
2013,Normal value,Units,Not Available,Annual,National,Number of deaths rate due to road traffic injuries [3.6.1],Lai Chau,Number,43
2014,Normal value,Units,Not Available,Annual,National,Number of deaths rate due to road traffic injuries [3.6.1],Lai Chau,Number,41
2015,Normal value,Units,Not Available,Annual,National,Number of deaths rate due to road traffic injuries [3.6.1],Lai Chau,Number,40
2016,Normal value,Units,Not Available,Annual,National,Number of deaths rate due to road traffic injuries [3.6.1],Lai Chau,Number,34
